price_in_aud,year,engine_power_hp,torque_nm,no_of_cylinders,gear_box_speed,kerb_weight_lbs,mileage_in_city_mpg,mileage_on_highway_mpg,seating_capacity,fuel_tank_capacity_litres,no_of_doors,brand,made_in,body_type,transmission_type,steering_type,front_brake,rear_brake,fuel_type
129600.0,2023,290.0,400.02,4.0,8,3975.0,20.0,26.0,5,68.22,4,Chevrolet,United States,suv,automatic,power,disc,disc,gasoline
65088.0,2022,310.0,471.888,4.0,8,3975.0,16.0,18.0,4,68.22,2,Chevrolet,South Korea,truck,automatic,electric rack & pinion,disc,disc,gasoline
55296.0,2022,276.0,404.088,4.0,8,3975.0,20.0,26.0,12,68.22,4,Chevrolet,South Korea,van,automatic,power,disc,disc,gasoline
55296.0,2022,276.0,404.088,4.0,8,3975.0,20.0,26.0,12,68.22,4,Chevrolet,South Korea,van,automatic,power,disc,disc,gasoline
51984.0,2022,276.0,404.088,4.0,8,3975.0,20.0,26.0,2,68.22,2,Chevrolet,South Korea,van,automatic,electric rack & pinion,disc,disc,gasoline
47520.0,2022,276.0,404.088,4.0,8,3975.0,20.0,26.0,2,68.22,2,Chevrolet,South Korea,van,automatic,electric rack & pinion,disc,disc,gasoline
75600.0,2022,355.0,519.3480000000001,8.0,10,3975.0,14.0,17.0,4,68.22,2,Chevrolet,South Korea,truck,automatic,electric rack & pinion,disc,disc,gasoline
92448.0,2022,355.0,519.3480000000001,8.0,10,3975.0,15.0,20.0,8,106.12,5,Chevrolet,United States,suv,automatic,power,disc,disc,gasoline
53568.0,2022,276.0,404.088,6.0,8,3975.0,12.0,16.0,12,117.49,5,Chevrolet,Japan,van,automatic,power,disc,disc,gasoline
53568.0,2022,276.0,404.088,6.0,8,3975.0,12.0,16.0,12,117.49,5,Chevrolet,Japan,van,automatic,power,disc,disc,gasoline
78480.0,2022,310.0,583.08,4.0,8,9100.0,17.0,23.0,6,90.96,4,Chevrolet,South Korea,truck,automatic,electric,disc,abs,gasoline
77616.0,2022,355.0,519.3480000000001,4.0,8,9700.0,17.0,23.0,6,90.96,4,Chevrolet,South Korea,truck,automatic,power,disc,abs,gasoline
63216.0,2023,308.0,372.9,6.0,8,3975.0,16.0,18.0,4,79.59,4,Chevrolet,United States,truck,automatic,power,disc,abs,gasoline
52560.0,2023,308.0,372.9,6.0,6,3975.0,18.0,25.0,4,79.59,4,Chevrolet,United States,truck,automatic,power rack & pinion,disc,disc,gasoline
42624.0,2023,237.0,351.204,4.0,8,3975.0,20.0,26.0,5,68.22,4,Chevrolet,United States,truck,automatic,power rack & pinion,disc,disc,gasoline
102960.0,2023,490.0,630.5400000000001,8.0,8,3366.0,16.0,24.0,2,70.115,2,Chevrolet,United States,coupe,automatic,power rack & pinion,disc,disc,gasoline
109656.0,2023,490.0,630.5400000000001,8.0,8,3366.0,16.0,24.0,2,70.115,2,Chevrolet,United States,coupe,automatic,electric rack & pinion,disc,drum,gasoline
99792.0,2022,355.0,519.3480000000001,8.0,10,3975.0,15.0,19.0,7,106.12,5,Chevrolet,United States,suv,automatic,power,disc,disc,gasoline
43200.0,2022,290.0,400.02,4.0,8,3975.0,20.0,26.0,5,68.22,4,Ford,United States,truck,automatic,power,disc,disc,gasoline
50400.0,2022,426.0,1050.9,4.0,8,5500.0,20.0,26.0,5,68.22,4,Ford,United States,truck,automatic,rack & pinion,disc,disc,gasoline
75600.0,2023,284.0,490.872,4.0,10,3975.0,20.0,26.0,5,68.22,4,Ford,United States,truck,automatic,power,disc,disc,gasoline
72317.0,2023,275.0,352.56,4.0,8,5743.0,20.0,26.0,2,95.129,4,Ford,China,minivan,automatic,rack & pinion,disc,disc,gasoline
63576.0,2023,275.0,352.56,4.0,8,4985.0,20.0,26.0,2,95.129,4,Ford,China,minivan,automatic,rack & pinion,disc,disc,gasoline
61776.0,2023,275.0,352.56,4.0,8,4985.0,20.0,26.0,2,95.129,4,Ford,China,minivan,automatic,rack & pinion,disc,disc,gasoline
60408.0,2023,275.0,352.56,4.0,8,4985.0,20.0,26.0,2,95.129,4,Ford,China,minivan,automatic,rack & pinion,disc,disc,gasoline
75600.0,2023,284.0,490.872,4.0,10,3975.0,20.0,26.0,5,68.22,4,Ford,United States,truck,automatic,power,disc,disc,gasoline
44352.0,2023,275.0,427.14,6.0,8,4286.0,20.0,22.0,4,64.051,2,Ford,United States,suv,automatic,power,disc,disc,gasoline
58219.0,2022,221.0,210.18,4.0,8,3870.0,20.0,26.0,5,42.448,4,Ford,United States,suv,automatic,power,disc,abs,gasoline
54605.0,2022,221.0,210.18,4.0,8,3870.0,20.0,26.0,5,42.448,4,Ford,United States,suv,automatic,power,disc,abs,gasoline
50674.0,2022,221.0,210.18,4.0,8,3870.0,20.0,26.0,5,42.448,4,Ford,United States,suv,automatic,power,disc,abs,gasoline
47333.0,2022,162.0,195.264,4.0,8,4019.0,20.0,26.0,5,59.882000000000005,4,Ford,China,minivan,automatic,rack & pinion,disc,disc,gasoline
44323.0,2022,162.0,195.264,4.0,8,4028.0,20.0,26.0,5,59.882000000000005,4,Ford,China,minivan,automatic,rack & pinion,disc,disc,gasoline
41285.0,2022,162.0,195.264,4.0,8,4028.0,20.0,26.0,5,59.882000000000005,4,Ford,China,minivan,automatic,rack & pinion,disc,disc,gasoline
64814.0,2022,275.0,352.56,4.0,8,5769.0,20.0,26.0,5,95.129,4,Ford,China,minivan,automatic,rack & pinion,disc,disc,gasoline
56074.0,2022,275.0,352.56,4.0,8,4985.0,20.0,26.0,5,95.129,4,Ford,China,minivan,automatic,rack & pinion,disc,disc,gasoline
54274.0,2022,275.0,352.56,4.0,8,4985.0,20.0,26.0,5,95.129,4,Ford,China,minivan,automatic,rack & pinion,disc,disc,gasoline
52906.0,2022,275.0,352.56,4.0,8,4985.0,20.0,26.0,5,95.129,4,Ford,China,minivan,automatic,rack & pinion,disc,abs,gasoline
71352.0,2022,275.0,352.56,4.0,8,6865.0,20.0,26.0,5,95.129,4,Ford,China,van,automatic,rack & pinion,disc,abs,gasoline
68198.0,2022,275.0,352.56,4.0,8,6066.0,20.0,26.0,5,95.129,4,Ford,China,van,automatic,rack & pinion,disc,abs,gasoline
67766.0,2022,275.0,352.56,4.0,8,6865.0,20.0,26.0,5,95.129,4,Ford,China,van,automatic,rack & pinion,disc,abs,gasoline
131774.0,2022,475.0,1423.8000000000002,4.0,8,8132.0,20.0,26.0,5,181.92,2,Ford,China,truck,automatic,re-circulating ball,disc,disc,gasoline
105638.0,2022,385.0,1423.8000000000002,4.0,8,7443.0,20.0,26.0,5,181.92,2,Ford,China,truck,automatic,re-circulating ball,disc,disc,gasoline
99288.0,2022,385.0,1423.8000000000002,4.0,8,7443.0,20.0,26.0,5,181.92,2,Ford,China,truck,automatic,re-circulating ball,disc,disc,gasoline
75600.0,2023,284.0,490.872,4.0,10,3975.0,20.0,26.0,5,68.22,4,Ford,United States,truck,automatic,power,disc,disc,gasoline
74592.0,2022,265.52,580.0,4.0,1,4889.0,20.0,26.0,5,68.22,4,Ford,Canada,suv,automatic,electric,disc,disc,gasoline
83232.0,2022,345.98,580.0,4.0,1,4889.0,20.0,26.0,5,68.22,4,Ford,Canada,suv,automatic,electric,disc,disc,gasoline
67090.0,2022,275.0,427.14,6.0,8,4945.0,16.0,18.0,5,78.83200000000001,4,Ford,United States,suv,automatic,rack & pinion,disc,disc,gasoline
64066.0,2022,275.0,427.14,6.0,8,4705.0,16.0,18.0,4,64.051,2,Ford,United States,suv,automatic,rack & pinion,disc,disc,gasoline
70704.0,2022,265.52,430.0,4.0,1,4889.0,20.0,26.0,5,68.22,4,Ford,Canada,suv,automatic,electric,disc,disc,electric
56664.0,2022,275.0,427.14,6.0,10,4406.0,20.0,22.0,4,78.83200000000001,2,Ford,United States,suv,automatic,power,disc,disc,gasoline
109195.0,2022,400.0,678.0,4.0,8,4719.0,18.0,24.0,5,98.54,4,Ford,United States,truck,automatic,rack & pinion,disc,disc,gasoline
56722.0,2022,400.0,555.96,4.0,8,4465.0,17.0,24.0,5,98.54,4,Ford,United States,truck,automatic,rack & pinion,disc,disc,gasoline
60048.0,2022,275.0,427.14,4.0,8,4580.0,20.0,22.0,5,78.83200000000001,4,Ford,United States,suv,automatic,power,disc,disc,gasoline
56664.0,2022,275.0,427.14,4.0,8,4406.0,20.0,22.0,4,64.051,2,Ford,United States,suv,automatic,power,disc,disc,gasoline
55858.0,2022,275.0,427.14,4.0,8,4825.0,17.0,19.0,5,78.83200000000001,4,Ford,United States,suv,automatic,power,disc,disc,gasoline
88402.0,2022,400.0,555.96,4.0,8,4680.0,17.0,24.0,5,98.54,4,Ford,United States,truck,automatic,rack & pinion,disc,disc,gasoline
84398.0,2022,400.0,555.96,4.0,8,4677.0,17.0,24.0,5,98.54,4,Ford,United States,truck,automatic,rack & pinion,disc,disc,gasoline
71237.0,2022,315.0,555.96,6.0,8,4935.0,18.0,20.0,5,78.83200000000001,4,Ford,United States,suv,automatic,power,disc,disc,gasoline
68803.0,2022,315.0,555.96,6.0,8,4749.0,18.0,22.0,4,64.051,2,Ford,United States,suv,automatic,power,disc,disc,gasoline
75211.0,2022,400.0,678.0,6.0,8,4948.0,16.0,20.0,5,98.54,4,Ford,United States,truck,automatic,rack & pinion,disc,disc,gasoline
69322.0,2022,325.0,542.4000000000001,4.0,8,4488.0,20.0,26.0,6,68.22,4,Ford,United States,truck,automatic,rack & pinion,disc,disc,gasoline
61344.0,2022,275.0,352.56,6.0,8,5631.0,15.0,19.0,8,95.129,5,Ford,United States,van,automatic,rack & pinion,disc,disc,gasoline
52488.0,2022,275.0,427.14,4.0,8,4587.0,17.0,19.0,4,64.051,2,Ford,United States,suv,automatic,power,disc,disc,gasoline
63101.0,2022,266.0,429.852,4.0,1,5640.0,20.0,26.0,2,68.22,4,Ford,United States,van,automatic,power,disc,disc,electric
62338.0,2022,266.0,429.852,4.0,1,5640.0,20.0,26.0,2,68.22,4,Ford,United States,van,automatic,power,disc,disc,electric
39744.0,2022,162.0,195.264,4.0,8,3581.0,24.0,27.0,2,59.882000000000005,4,Ford,United States,minivan,automatic,power,disc,disc,gasoline
36245.0,2022,162.0,195.264,4.0,8,3581.0,24.0,27.0,2,59.882000000000005,4,Ford,United States,minivan,automatic,power,disc,disc,gasoline
80870.0,2022,380.0,637.32,6.0,10,5793.0,16.0,21.0,5,107.257,4,Ford,United States,suv,automatic,power,disc,disc,gasoline
47520.0,2022,310.0,474.6,4.0,10,3532.0,21.0,29.0,4,64.051,2,Ford,United States,coupe,automatic,power,disc,disc,gasoline
52027.0,2022,275.0,427.14,4.0,8,4467.0,20.0,22.0,5,78.83200000000001,4,Ford,United States,suv,automatic,power,disc,disc,gasoline
36410.0,2022,270.0,420.36,4.0,10,4145.0,19.0,18.0,4,68.22,4,Ford,United States,suv,automatic,power,disc,disc,gasoline
51739.0,2023,270.0,420.36,4.0,10,4145.0,19.0,18.0,4,68.22,4,Ford,United States,suv,automatic,power,disc,disc,gasoline
48643.0,2022,275.0,427.14,4.0,8,4297.0,20.0,22.0,4,64.051,2,Ford,United States,suv,automatic,power,disc,disc,gasoline
48168.0,2022,275.0,427.14,4.0,10,4497.0,20.0,22.0,5,78.83200000000001,4,Ford,United States,suv,automatic,power,disc,disc,gasoline
42192.0,2022,275.0,427.14,4.0,8,4286.0,20.0,22.0,4,64.051,2,Ford,United States,suv,automatic,power,disc,disc,gasoline
113414.0,2022,400.0,650.88,6.0,10,5544.0,17.0,23.0,5,107.257,4,Ford,United States,suv,automatic,power,disc,disc,gasoline
110606.0,2022,380.0,637.32,6.0,10,5544.0,17.0,23.0,5,107.257,4,Ford,United States,suv,automatic,power,disc,disc,gasoline
129686.0,2022,290.0,400.02,4.0,7,3975.0,16.0,19.0,7,57.0,5,Mercedes,United States,suv,automatic,power,disc,disc,diesel
129686.0,2022,290.0,400.02,4.0,7,3975.0,16.0,19.0,7,57.0,5,Mercedes,United States,suv,automatic,power,disc,disc,diesel
158875.0,2022,290.0,400.02,4.0,7,3975.0,16.0,19.0,7,57.0,5,Mercedes,United States,suv,automatic,power,disc,disc,diesel
200635.0,2022,290.0,400.02,4.0,7,3975.0,16.0,19.0,7,57.0,5,Mercedes,United States,suv,automatic,power,disc,disc,diesel
251712.0,2022,290.0,400.02,4.0,7,3975.0,16.0,19.0,7,57.0,5,Mercedes,United States,suv,automatic,power,disc,disc,diesel
266299.0,2022,290.0,400.02,4.0,7,3975.0,16.0,19.0,7,57.0,5,Mercedes,United States,suv,automatic,power,disc,disc,diesel
150264.0,2023,329.0,565.452,4.0,8,5597.0,97.0,97.0,5,68.22,4,Mercedes,Germany,sedan,automatic,rack & pinion,disc,disc,electric
150984.0,2023,355.0,400.02,4.0,8,5597.0,97.0,97.0,5,68.22,4,Mercedes,Germany,sedan,automatic,rack & pinion,disc,disc,electric
181296.0,2023,516.0,855.6360000000001,4.0,8,5888.0,92.0,99.0,5,68.22,4,Mercedes,Germany,sedan,automatic,rack & pinion,disc,disc,electric
150264.0,2023,329.0,565.452,4.0,8,5597.0,97.0,97.0,5,68.22,4,Mercedes,Germany,sedan,automatic,rack & pinion,disc,disc,electric
83520.0,2023,290.0,400.02,4.0,9,3975.0,20.0,26.0,5,68.22,2,Mercedes,United States,convertible,automatic,rack & pinion,disc,disc,gasoline
86400.0,2023,290.0,400.02,4.0,9,3975.0,20.0,26.0,5,68.22,2,Mercedes,United States,convertible,automatic,rack & pinion,disc,disc,gasoline
189677.0,2022,290.0,400.02,6.0,7,5346.0,26.0,28.0,5,66.0,4,Mercedes,United States,suv,manual,power,ventilated disc,ventilated disc,gasoline
189677.0,2022,290.0,400.02,6.0,7,5346.0,26.0,28.0,5,66.0,4,Mercedes,United States,suv,automatic,power,ventilated disc,ventilated disc,gasoline
158681.0,2022,290.0,400.02,6.0,7,5346.0,26.0,28.0,5,51.0,5,Mercedes,United States,coupe,automatic,power,ventilated disc,ventilated disc,gasoline
111312.0,2022,429.0,520.7040000000001,6.0,9,4566.0,21.0,27.0,4,65.946,2,Mercedes,United States,coupe,automatic,power,disc,disc,gasoline
111744.0,2022,429.0,520.7040000000001,6.0,9,4429.0,21.0,28.0,4,65.946,2,Mercedes,United States,coupe,automatic,power,disc,disc,gasoline
80280.0,2022,225.0,390.528,4.0,1,4258.0,20.0,26.0,5,68.22,4,Mercedes,Germany,suv,automatic,power,disc,disc,electric
80496.0,2023,382.0,480.02400000000006,4.0,8,3660.0,20.0,29.0,5,51.165,4,Mercedes,United States,sedan,automatic,rack & pinion,disc,disc,premium
118224.0,2023,429.0,520.7040000000001,6.0,9,4429.0,21.0,28.0,4,65.946,2,Mercedes,United States,coupe,automatic,power,ventilated disc,ventilated disc,gasoline
128232.0,2023,429.0,520.7040000000001,6.0,9,4566.0,21.0,27.0,4,65.946,2,Mercedes,United States,convertible,automatic,power,ventilated disc,ventilated disc,gasoline
144994.0,2022,290.0,400.02,4.0,8,4243.0,26.0,28.0,5,66.0,4,Mercedes,United States,hatchback,automatic,re-circulating ball,ventilated disc,ventilated disc,gasoline
158674.0,2022,290.0,400.02,6.0,7,5346.0,26.0,28.0,5,51.0,5,Mercedes,United States,suv,automatic,re-circulating ball,ventilated disc,ventilated disc,gasoline
317362.0,2022,290.0,400.02,8.0,9,4243.0,6.0,8.0,5,66.0,4,Mercedes,United States,sedan,automatic,re-circulating ball,ventilated disc,ventilated disc,gasoline
317362.0,2022,290.0,400.02,8.0,9,4243.0,6.0,8.0,5,66.0,4,Mercedes,United States,sedan,automatic,re-circulating ball,ventilated disc,ventilated disc,gasoline
483336.0,2022,647.86,400.02,8.0,9,4243.0,26.0,28.0,4,66.0,4,Mercedes,United States,coupe,automatic,power,ventilated disc,ventilated disc,gasoline
483336.0,2022,647.86,400.02,8.0,9,4243.0,26.0,28.0,4,66.0,4,Mercedes,United States,coupe,automatic,power,ventilated disc,ventilated disc,gasoline
134050.0,2022,290.0,400.02,4.0,9,4243.0,12.0,16.0,5,66.0,4,Mercedes,United States,coupe,automatic,power,disc,disc,diesel
132235.0,2022,290.0,400.02,4.0,9,4243.0,10.0,12.0,5,66.0,4,Mercedes,United States,coupe,automatic,power,disc,disc,gasoline
97200.0,2023,362.0,500.364,6.0,9,4057.0,22.0,29.0,4,65.946,2,Mercedes,Germany,suv,automatic,power,disc,disc,gasoline
81432.0,2023,225.0,390.528,4.0,8,3975.0,20.0,26.0,5,68.22,4,Mercedes,Germany,suv,automatic,rack & pinion,disc,disc,electric
75456.0,2023,290.0,400.02,4.0,8,3975.0,20.0,26.0,5,68.22,4,Mercedes,Germany,suv,automatic,rack & pinion,disc,disc,electric
75456.0,2023,290.0,400.02,4.0,8,3975.0,20.0,26.0,5,68.22,4,Mercedes,Germany,suv,automatic,rack & pinion,disc,disc,electric
360000.0,2023,585.0,850.2120000000001,8.0,7,3975.0,11.0,11.0,5,96.266,4,Mercedes,United States,suv,automatic,re-circulating ball,disc,disc,gasoline
162216.0,2023,429.0,520.7040000000001,6.0,9,3975.0,21.0,30.0,5,84.13799999999999,4,Mercedes,United States,sedan,automatic,power,disc,disc,premium
288000.0,2023,516.0,949.2,4.0,8,3975.0,20.0,26.0,5,68.22,4,Mercedes,Germany,suv,automatic,power,disc,disc,electric
86256.0,2022,385.0,522.0600000000001,6.0,8,4162.0,18.0,25.0,5,65.946,4,Mercedes,United States,suv,automatic,rack & pinion,disc,disc,premium
156240.0,2023,603.0,850.2120000000001,8.0,9,4497.0,16.0,23.0,5,79.96900000000001,4,Mercedes,United States,suv,automatic,rack & pinion,disc,disc,premium
107064.0,2023,270.0,500.364,6.0,9,4255.0,22.0,30.0,5,79.96900000000001,4,Mercedes,United States,sedan,automatic,power,disc,disc,premium
147240.0,2022,483.0,699.696,8.0,8,5467.0,16.0,21.0,7,90.202,5,Mercedes,United States,suv,automatic,rack & pinion,disc,disc,premium
87120.0,2022,385.0,520.7040000000001,6.0,9,3913.0,19.0,28.0,4,65.946,2,Mercedes,United States,coupe,automatic,power,disc,disc,premium
181296.0,2022,516.0,855.6360000000001,4.0,8,5888.0,92.0,99.0,5,68.22,4,Mercedes,Germany,sedan,automatic,rack & pinion,disc,disc,electric
147326.0,2022,329.0,565.452,4.0,8,5597.0,97.0,97.0,5,68.22,4,Mercedes,Germany,sedan,automatic,rack & pinion,disc,disc,electric
82656.0,2022,255.0,370.1880000000001,4.0,9,3975.0,21.0,30.0,4,68.22,4,Mercedes,United States,convertible,automatic,rack & pinion,disc,disc,gasoline
212400.0,2022,649.0,949.2,4.0,1,3975.0,76.0,78.0,5,68.22,4,Mercedes,Germany,sedan,automatic,rack & pinion,disc,disc,electric
148766.0,2023,536.0,858.3480000000001,4.0,8,3975.0,20.0,26.0,5,68.22,4,Mercedes,United States,suv,automatic,power,disc,disc,electric
148766.0,2023,355.0,568.164,4.0,8,3975.0,20.0,26.0,5,68.22,4,Mercedes,United States,suv,automatic,power,disc,disc,electric
83880.0,2023,255.0,370.1880000000001,4.0,9,3924.0,22.0,31.0,5,65.946,4,Mercedes,United States,sedan,automatic,power,disc,disc,premium
72000.0,2023,402.0,500.364,4.0,9,3957.0,20.0,26.0,4,65.946,2,Mercedes,United States,sedan,automatic,power,disc,disc,premium
216000.0,2022,469.0,759.36,4.0,8,3975.0,20.0,26.0,6,68.22,4,Mercedes,United States,suv,automatic,electric power steering,disc,disc,electric
115200.0,2022,400.0,400.02,4.0,8,3975.0,20.0,26.0,5,68.22,4,Mercedes,United States,suv,automatic,rack & pinion,disc,disc,gasoline
153360.0,2023,204.0,362.052,6.0,1,3975.0,23.0,30.0,5,79.96900000000001,4,Mercedes,United States,minivan,automatic,power,disc,disc,premium
95760.0,2022,385.0,520.7040000000001,6.0,8,4233.0,16.0,24.0,5,65.946,4,Mercedes,United States,suv,automatic,rack & pinion,disc,disc,premium
360000.0,2023,585.0,850.2120000000001,8.0,7,3975.0,11.0,11.0,5,96.266,4,Mercedes,United States,suv,automatic,re-circulating ball,disc,disc,gasoline
80280.0,2023,255.0,370.1880000000001,4.0,9,3781.0,22.0,31.0,5,65.946,4,Mercedes,United States,sedan,automatic,power,disc,disc,premium
55152.0,2022,188.0,349.848,4.0,9,4597.0,20.0,26.0,2,83.38,2,Mercedes,Germany,suv,automatic,power,disc,disc,gasoline
360000.0,2023,585.0,850.2120000000001,8.0,9,3975.0,11.0,11.0,5,96.266,4,Mercedes,United States,suv,automatic,re-circulating ball,disc,disc,gasoline
148608.0,2022,335.0,450.192,8.0,8,3975.0,17.0,22.0,5,89.823,4,Porsche,Germany,suv,automatic,power,disc,abs,gasoline
137016.0,2022,335.0,450.192,8.0,8,3975.0,17.0,22.0,5,89.823,4,Porsche,Germany,suv,automatic,power,disc,abs,hybrid
160848.0,2022,631.0,850.2120000000001,8.0,8,4839.0,15.0,19.0,4,89.823,4,Porsche,Germany,coupe,automatic,power,disc,abs,gasoline
111600.0,2022,541.0,768.8520000000001,8.0,8,3975.0,15.0,19.0,5,89.823,4,Porsche,Germany,suv,automatic,power,disc,abs,gasoline
191808.0,2022,541.0,768.8520000000001,4.0,8,3975.0,15.0,19.0,5,89.823,4,Porsche,Germany,suv,automatic,power,disc,disc,gasoline
83520.0,2023,290.0,400.02,4.0,8,3975.0,20.0,26.0,4,68.22,4,Porsche,Germany,suv,automatic,power,disc,disc,electric
394200.0,2023,572.0,749.868,6.0,8,3636.0,15.0,20.0,4,66.70400000000001,2,Porsche,Germany,coupe,automatic,power,disc,disc,gasoline
288288.0,2022,690.0,869.196,8.0,8,5412.0,20.0,26.0,4,79.96900000000001,4,Porsche,Germany,hatchback,automatic,power,disc,disc,hybrid
168840.0,2022,523.0,640.0,4.0,1,5302.0,20.0,26.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
144922.0,2022,469.36,357.0,4.0,1,5302.0,20.0,26.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
177523.0,2022,563.23,650.0,4.0,1,5302.0,20.0,26.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
135936.0,2022,402.31,345.0,4.0,1,5302.0,20.0,26.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
241979.0,2022,670.51,850.0,4.0,1,5302.0,20.0,26.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
294336.0,2022,750.97,1050.0,4.0,1,5291.0,20.0,26.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
208685.0,2022,590.05,850.0,4.0,1,5258.0,20.0,26.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
176026.0,2022,563.23,650.0,4.0,1,5059.0,20.0,26.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
207187.0,2022,590.05,850.0,4.0,1,5224.0,20.0,26.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
143424.0,2022,469.36,357.0,4.0,1,4861.0,20.0,26.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,gasoline
165168.0,2022,455.0,749.868,6.0,8,5004.0,20.0,26.0,5,79.96900000000001,4,Porsche,Germany,hatchback,automatic,power,disc,disc,hybrid
157680.0,2022,455.0,699.696,6.0,8,5084.0,20.0,26.0,4,79.96900000000001,4,Porsche,Germany,hatchback,automatic,rack & pinion,disc,disc,hybrid
264672.0,2022,620.0,819.024,8.0,8,4729.0,15.0,21.0,5,89.823,4,Porsche,Germany,wagon,automatic,power,disc,disc,gasoline
273312.0,2022,690.0,869.196,8.0,8,5280.0,20.0,26.0,4,79.96900000000001,4,Porsche,Germany,hatchback,automatic,power,disc,disc,hybrid
197136.0,2022,473.0,619.692,8.0,8,4601.0,15.0,21.0,5,89.823,4,Porsche,Germany,wagon,automatic,power,disc,disc,gasoline
215280.0,2022,473.0,569.5200000000001,6.0,8,3587.0,20.0,26.0,4,64.051,2,Porsche,Germany,convertible,automatic,power,disc,disc,premium
187056.0,2022,443.0,528.84,6.0,8,3537.0,18.0,23.0,4,64.051,2,Porsche,Germany,convertible,automatic,power,disc,disc,premium
207360.0,2022,473.0,569.5200000000001,6.0,8,3536.0,20.0,26.0,4,66.70400000000001,2,Porsche,Germany,coupe,automatic,power,disc,disc,gasoline
272088.0,2023,616.0,1049.544,4.0,2,5060.0,67.0,68.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
125856.0,2022,394.0,419.004,4.0,8,3166.0,17.0,24.0,2,64.051,2,Porsche,Germany,coupe,automatic,rack & pinion,disc,disc,gasoline
104400.0,2022,350.0,419.004,4.0,8,3087.0,29.0,24.0,2,64.051,2,Porsche,Germany,coupe,automatic,power,disc,disc,gasoline
100224.0,2022,300.0,379.68,4.0,8,3065.0,20.0,26.0,2,53.818,2,Porsche,Germany,coupe,automatic,power,disc,disc,gasoline
225792.0,2022,473.0,569.5200000000001,6.0,8,3737.0,20.0,26.0,4,66.70400000000001,2,Porsche,Germany,coupe,automatic,power,disc,disc,gasoline
196848.0,2022,473.0,569.5200000000001,6.0,8,3433.0,20.0,26.0,4,64.051,2,Porsche,Germany,coupe,automatic,power,disc,disc,gasoline
193104.0,2023,590.0,400.02,4.0,2,5033.0,20.0,26.0,4,68.22,4,Porsche,Germany,wagon,automatic,power,disc,disc,electric
191952.0,2022,590.0,400.02,4.0,2,5033.0,20.0,26.0,4,68.22,4,Porsche,Germany,wagon,automatic,power,disc,disc,electric
127296.0,2022,325.0,448.836,6.0,8,4222.0,18.0,24.0,4,89.823,4,Porsche,Germany,hatchback,automatic,power,disc,disc,gasoline
83520.0,2023,290.0,400.02,4.0,8,3975.0,20.0,26.0,4,68.22,4,Porsche,Germany,suv,automatic,power,disc,disc,electric
124848.0,2023,321.0,400.02,4.0,2,4568.0,76.0,84.0,4,68.22,4,Porsche,Germany,sedan,automatic,rack & pinion,disc,disc,electric
162720.0,2023,482.0,400.02,4.0,2,5033.0,75.0,75.0,4,68.22,4,Porsche,Germany,wagon,automatic,rack & pinion,disc,disc,electric
140688.0,2023,375.0,400.02,4.0,2,5029.0,76.0,77.0,4,68.22,4,Porsche,Germany,wagon,automatic,rack & pinion,disc,disc,electric
221760.0,2023,616.0,1049.544,4.0,2,5119.0,20.0,26.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
204048.0,2022,493.0,448.836,6.0,7,2955.0,18.0,23.0,2,54.197,2,Porsche,Germany,coupe,automatic,rack & pinion,disc,disc,premium
231984.0,2022,502.0,469.176,6.0,7,3164.0,15.0,20.0,2,64.051,2,Porsche,Germany,coupe,automatic,power,disc,disc,premium
153360.0,2023,429.0,640.032,4.0,2,4773.0,79.0,80.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
144144.0,2022,394.0,419.004,4.0,8,3156.0,20.0,26.0,2,64.051,2,Porsche,Germany,convertible,automatic,power,disc,disc,gasoline
128880.0,2022,394.0,419.004,4.0,8,3156.0,17.0,24.0,2,64.051,2,Porsche,Germany,convertible,automatic,power,disc,disc,gasoline
217296.0,2022,616.0,1049.544,4.0,2,5119.0,71.0,75.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
221040.0,2022,616.0,400.02,4.0,2,5196.0,20.0,26.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
169488.0,2022,443.0,549.1800000000001,6.0,8,4500.0,17.0,23.0,4,89.823,4,Porsche,Germany,hatchback,automatic,rack & pinion,disc,disc,gasoline
149472.0,2022,429.0,640.032,4.0,2,4773.0,79.0,80.0,4,68.22,4,Porsche,Germany,sedan,automatic,power,disc,disc,electric
273600.0,2023,520.0,469.176,6.0,7,3153.0,15.0,19.0,2,64.051,2,Porsche,Germany,coupe,automatic,power,disc,disc,premium
